 Charge State log10(Te (eV)) log10(Electron Density (cm-3)) log10(Coefficient)           40          26
           1   0.0000000000000000        10.000000000000000       -30.489550000000001     
           1   0.0000000000000000        10.199999999999999       -30.489550000000001     
           1   0.0000000000000000        10.400000000000000       -30.489550000000001     
           1   0.0000000000000000        10.600000000000000       -30.489550000000001     
           1   0.0000000000000000        10.800000000000001       -30.489550000000001     
           1   0.0000000000000000        11.000000000000000       -30.489550000000001     
           1   0.0000000000000000        11.199999999999999       -30.489550000000001     
           1   0.0000000000000000        11.400000000000000       -30.489550000000001     
           1   0.0000000000000000        11.600000000000000       -30.489550000000001     
           1   0.0000000000000000        11.800000000000001       -30.489550000000001     
           1   0.0000000000000000        12.000000000000000       -30.489550000000001     
           1   0.0000000000000000        12.199999999999999       -30.489550000000001     
           1   0.0000000000000000        12.400000000000000       -30.489550000000001     
           1   0.0000000000000000        12.600000000000000       -30.489550000000001     
           1   0.0000000000000000        12.800000000000001       -30.489550000000001     
           1   0.0000000000000000        13.000000000000000       -30.489550000000001     
           1   0.0000000000000000        13.199999999999999       -30.489550000000001     
           1   0.0000000000000000        13.400000000000000       -30.489550000000001     
           1   0.0000000000000000        13.600000000000000       -30.489550000000001     
           1   0.0000000000000000        13.800000000000001       -30.489550000000001     
           1   0.0000000000000000        14.000000000000000       -30.489550000000001     
           1   0.0000000000000000        14.199999999999999       -30.489550000000001     
           1   0.0000000000000000        14.400000000000000       -30.489550000000001     
           1   0.0000000000000000        14.600000000000000       -30.489550000000001     
           1   0.0000000000000000        14.800000000000001       -30.489550000000001     
           1   0.0000000000000000        15.000000000000000       -30.489550000000001     
           1  0.12049000000000000        10.000000000000000       -29.227869999999999     
           1  0.12049000000000000        10.199999999999999       -29.227869999999999     
           1  0.12049000000000000        10.400000000000000       -29.227869999999999     
           1  0.12049000000000000        10.600000000000000       -29.227869999999999     
           1  0.12049000000000000        10.800000000000001       -29.227869999999999     
           1  0.12049000000000000        11.000000000000000       -29.227869999999999     
           1  0.12049000000000000        11.199999999999999       -29.227869999999999     
           1  0.12049000000000000        11.400000000000000       -29.227869999999999     
           1  0.12049000000000000        11.600000000000000       -29.227869999999999     
           1  0.12049000000000000        11.800000000000001       -29.227869999999999     
           1  0.12049000000000000        12.000000000000000       -29.227869999999999     
           1  0.12049000000000000        12.199999999999999       -29.227869999999999     
           1  0.12049000000000000        12.400000000000000       -29.227869999999999     
           1  0.12049000000000000        12.600000000000000       -29.227869999999999     
           1  0.12049000000000000        12.800000000000001       -29.227869999999999     
           1  0.12049000000000000        13.000000000000000       -29.227869999999999     
           1  0.12049000000000000        13.199999999999999       -29.227869999999999     
           1  0.12049000000000000        13.400000000000000       -29.227869999999999     
           1  0.12049000000000000        13.600000000000000       -29.227869999999999     
           1  0.12049000000000000        13.800000000000001       -29.227869999999999     
           1  0.12049000000000000        14.000000000000000       -29.227869999999999     
           1  0.12049000000000000        14.199999999999999       -29.227869999999999     
           1  0.12049000000000000        14.400000000000000       -29.227869999999999     
           1  0.12049000000000000        14.600000000000000       -29.227869999999999     
           1  0.12049000000000000        14.800000000000001       -29.227869999999999     
           1  0.12049000000000000        15.000000000000000       -29.227869999999999     
           1  0.24096999999999999        10.000000000000000       -28.285350000000001     
           1  0.24096999999999999        10.199999999999999       -28.285350000000001     
           1  0.24096999999999999        10.400000000000000       -28.285350000000001     
           1  0.24096999999999999        10.600000000000000       -28.285350000000001     
           1  0.24096999999999999        10.800000000000001       -28.285350000000001     
           1  0.24096999999999999        11.000000000000000       -28.285350000000001     
           1  0.24096999999999999        11.199999999999999       -28.285350000000001     
           1  0.24096999999999999        11.400000000000000       -28.285350000000001     
           1  0.24096999999999999        11.600000000000000       -28.285350000000001     
           1  0.24096999999999999        11.800000000000001       -28.285350000000001     
           1  0.24096999999999999        12.000000000000000       -28.285350000000001     
           1  0.24096999999999999        12.199999999999999       -28.285350000000001     
           1  0.24096999999999999        12.400000000000000       -28.285350000000001     
           1  0.24096999999999999        12.600000000000000       -28.285350000000001     
           1  0.24096999999999999        12.800000000000001       -28.285350000000001     
           1  0.24096999999999999        13.000000000000000       -28.285350000000001     
           1  0.24096999999999999        13.199999999999999       -28.285350000000001     
           1  0.24096999999999999        13.400000000000000       -28.285350000000001     
           1  0.24096999999999999        13.600000000000000       -28.285350000000001     
           1  0.24096999999999999        13.800000000000001       -28.285350000000001     
           1  0.24096999999999999        14.000000000000000       -28.285350000000001     
           1  0.24096999999999999        14.199999999999999       -28.285350000000001     
           1  0.24096999999999999        14.400000000000000       -28.285350000000001     
           1  0.24096999999999999        14.600000000000000       -28.285350000000001     
           1  0.24096999999999999        14.800000000000001       -28.285350000000001     
           1  0.24096999999999999        15.000000000000000       -28.285350000000001     
           1  0.36146000000000000        10.000000000000000       -27.585110000000000     
           1  0.36146000000000000        10.199999999999999       -27.585110000000000     
           1  0.36146000000000000        10.400000000000000       -27.585110000000000     
           1  0.36146000000000000        10.600000000000000       -27.585110000000000     
           1  0.36146000000000000        10.800000000000001       -27.585110000000000     
           1  0.36146000000000000        11.000000000000000       -27.585110000000000     
           1  0.36146000000000000        11.199999999999999       -27.585110000000000     
           1  0.36146000000000000        11.400000000000000       -27.585110000000000     
           1  0.36146000000000000        11.600000000000000       -27.585110000000000     
           1  0.36146000000000000        11.800000000000001       -27.585110000000000     
           1  0.36146000000000000        12.000000000000000       -27.585110000000000     
           1  0.36146000000000000        12.199999999999999       -27.585110000000000     
           1  0.36146000000000000        12.400000000000000       -27.585110000000000     
           1  0.36146000000000000        12.600000000000000       -27.585110000000000     
           1  0.36146000000000000        12.800000000000001       -27.585110000000000     
           1  0.36146000000000000        13.000000000000000       -27.585110000000000     
           1  0.36146000000000000        13.199999999999999       -27.585110000000000     
           1  0.36146000000000000        13.400000000000000       -27.585110000000000     
           1  0.36146000000000000        13.600000000000000       -27.585110000000000     
           1  0.36146000000000000        13.800000000000001       -27.585110000000000     
           1  0.36146000000000000        14.000000000000000       -27.585110000000000     
           1  0.36146000000000000        14.199999999999999       -27.585110000000000     
